year,month,day,dep_time,sched_dep_time,arr_time,sched_arr_time,carrier,flight,tailnum,origin,dest,air_time,distance,name
2013,1,8,1553,1600,1924,1933,DL,161,N937DL,JFK,MIA,160,1089,Delta Air Lines Inc.
2013,1,8,1553,1555,1820,1841,UA,502,N579UA,EWR,LAS,304,2227,United Air Lines Inc.
2013,1,8,1554,1522,1755,1727,EV,4170,N22909,EWR,GRR,99,605,ExpressJet Airlines Inc.
2013,1,8,1554,1527,1723,1700,EV,4205,N13956,EWR,BNA,123,748,ExpressJet Airlines Inc.
2013,1,8,1554,1550,2029,2050,AA,1635,N5DUAA,JFK,SJU,193,1598,American Airlines Inc.
2013,1,8,1554,1605,1744,1750,MQ,4415,N739MQ,LGA,RDU,72,431,Envoy Air
2013,1,8,1555,1600,1848,1850,DL,1331,N388DA,JFK,DEN,242,1626,Delta Air Lines Inc.
2013,1,8,1555,1600,1854,1912,DL,4,N3769L,JFK,MCO,140,944,Delta Air Lines Inc.
2013,1,8,1555,1555,1906,1907,DL,1695,N328NW,LGA,TPA,149,1010,Delta Air Lines Inc.
2013,1,8,1555,1602,1727,1722,YV,3771,N506MJ,LGA,IAD,43,229,Mesa Airlines Inc.
2013,1,8,1555,1600,1709,1717,US,2181,N756US,LGA,DCA,41,214,US Airways Inc.
2013,1,8,1556,1600,1728,1732,9E,3453,N906XJ,JFK,BOS,41,187,Endeavor Air Inc.
2013,1,8,1556,1600,1834,1840,DL,847,N665DN,LGA,ATL,118,762,Delta Air Lines Inc.
2013,1,8,1557,1530,1923,1855,AA,1039,N3ANAA,JFK,FLL,175,1069,American Airlines Inc.
2013,1,8,1557,1600,1718,1736,UA,562,N843UA,EWR,ORD,119,719,United Air Lines Inc.
2013,1,8,1600,1600,1807,1820,MQ,3985,N923MQ,JFK,CVG,108,589,Envoy Air
2013,1,8,1600,1444,1934,1802,UA,315,N838UA,EWR,AUS,250,1504,United Air Lines Inc.
2013,1,8,1601,1600,1847,1834,FL,620,N915AT,LGA,ATL,128,762,AirTran Airways Corporation
2013,1,8,1601,1600,1858,1910,B6,157,N519JB,JFK,MCO,142,944,JetBlue Airways
2013,1,8,1602,1605,1732,1754,9E,3459,N935XJ,JFK,BNA,124,765,Endeavor Air Inc.
2013,1,8,1602,1600,1927,1925,AA,1467,N3ERAA,LGA,MIA,159,1096,American Airlines Inc.
2013,1,8,1602,1605,1914,1944,DL,1508,N909DL,JFK,RSW,169,1074,Delta Air Lines Inc.
2013,1,8,1603,1610,1753,1756,EV,5486,N600QX,LGA,PIT,62,335,ExpressJet Airlines Inc.
2013,1,8,1603,1610,1742,1800,AA,341,N577AA,LGA,ORD,118,733,American Airlines Inc.
2013,1,8,1603,1545,1856,1857,UA,1504,N37287,EWR,SAN,336,2425,United Air Lines Inc.
2013,1,8,1606,1610,1722,1732,9E,3689,N8918B,JFK,PHL,28,94,Endeavor Air Inc.
2013,1,8,1607,1615,1841,1830,DL,1619,N317NB,LGA,MSP,170,1020,Delta Air Lines Inc.
2013,1,8,1609,1610,1924,1919,DL,91,N176DN,JFK,LAS,326,2248,Delta Air Lines Inc.
2013,1,8,1612,1605,2025,1925,9E,3325,N907XJ,JFK,DFW,,1391,Endeavor Air Inc.
2013,1,8,1612,1615,1745,1815,9E,3387,N909XJ,JFK,RDU,70,427,Endeavor Air Inc.
2013,1,8,1612,1330,1844,1617,B6,525,N309JB,EWR,MCO,139,937,JetBlue Airways
2013,1,8,1612,1620,1744,1750,MQ,4622,N526MQ,LGA,BNA,119,764,Envoy Air
2013,1,8,1616,1620,1848,1914,UA,559,N411UA,EWR,MCO,139,937,United Air Lines Inc.
2013,1,8,1618,1619,1708,1723,EV,4271,N12201,EWR,ALB,33,143,ExpressJet Airlines Inc.
2013,1,8,1620,1619,1729,1726,EV,4299,N12552,EWR,DCA,45,199,ExpressJet Airlines Inc.
2013,1,8,1620,1625,1904,1855,MQ,4661,N513MQ,LGA,ATL,129,762,Envoy Air
2013,1,8,1621,1628,1718,1735,EV,4588,N12924,EWR,MHT,41,209,ExpressJet Airlines Inc.
2013,1,8,1621,1629,1858,1832,EV,4411,N13989,EWR,MEM,161,946,ExpressJet Airlines Inc.
2013,1,8,1623,1630,1849,1838,DL,2231,N370NW,LGA,DTW,105,502,Delta Air Lines Inc.
2013,1,8,1626,1625,1920,1954,B6,675,N809JB,JFK,LAX,336,2475,JetBlue Airways
2013,1,8,1627,1359,1729,1517,EV,5712,N826AS,JFK,IAD,44,228,ExpressJet Airlines Inc.
2013,1,8,1628,1630,1804,1807,EV,4702,N13965,EWR,GSO,75,445,ExpressJet Airlines Inc.
2013,1,8,1628,1630,1859,1853,DL,1771,N336NB,JFK,DTW,100,509,Delta Air Lines Inc.
2013,1,8,1630,1630,2000,2020,VX,27,N852VA,JFK,SFO,366,2586,Virgin America
2013,1,8,1630,1640,1859,1850,MQ,4540,N736MQ,LGA,DTW,105,502,Envoy Air
2013,1,8,1630,1635,1750,1816,UA,1638,N38451,EWR,CLE,64,404,United Air Lines Inc.
2013,1,8,1630,1629,1951,2005,UA,1078,N76254,EWR,SAT,244,1569,United Air Lines Inc.
2013,1,8,1632,1640,2000,1955,AA,773,N570AA,LGA,DFW,232,1389,American Airlines Inc.
2013,1,8,1632,1635,1941,1945,WN,891,N442WN,EWR,HOU,224,1411,Southwest Airlines Co.
2013,1,8,1633,1635,1854,1856,EV,3805,N12564,EWR,SAV,114,708,ExpressJet Airlines Inc.
2013,1,8,1633,1635,1944,1952,B6,139,N247JB,JFK,RSW,173,1074,JetBlue Airways
2013,1,8,1634,1635,1914,1907,EV,4705,N14558,EWR,ATL,129,746,ExpressJet Airlines Inc.
2013,1,8,1635,1645,1854,1853,EV,4997,N755EV,EWR,DTW,109,488,ExpressJet Airlines Inc.
2013,1,8,1635,1645,1842,1906,9E,4027,N8944B,EWR,CVG,101,569,Endeavor Air Inc.
2013,1,8,1635,1635,1757,1810,MQ,3695,N508MQ,EWR,ORD,119,719,Envoy Air
2013,1,8,1636,1635,1826,1841,B6,1085,N283JB,JFK,CLT,86,541,JetBlue Airways
2013,1,8,1638,1629,1938,1931,B6,369,N554JB,LGA,PBI,152,1035,JetBlue Airways
2013,1,8,1640,1616,1847,1813,EV,4092,N16112,EWR,DAY,88,533,ExpressJet Airlines Inc.
2013,1,8,1642,1640,1848,1835,WN,372,N776WN,LGA,STL,144,888,Southwest Airlines Co.
2013,1,8,1643,1640,1840,1816,EV,4485,N19966,EWR,RDU,74,416,ExpressJet Airlines Inc.
2013,1,8,1644,1630,1941,1925,UA,1178,N66057,EWR,IAH,208,1400,United Air Lines Inc.
2013,1,8,1645,1635,1749,1750,B6,1176,N316JB,EWR,BOS,40,200,JetBlue Airways
2013,1,8,1645,1645,1854,1900,DL,1473,N318NB,LGA,MEM,152,963,Delta Air Lines Inc.
2013,1,8,1648,1650,1755,1820,AA,1790,N3ABAA,JFK,BOS,40,187,American Airlines Inc.
2013,1,8,1650,1650,1805,1827,UA,1668,N24729,EWR,ORD,116,719,United Air Lines Inc.
2013,1,8,1651,1600,2001,1903,B6,985,N529JB,LGA,TPA,152,1010,JetBlue Airways
2013,1,8,1652,1615,1916,1845,WN,161,N790SW,EWR,DEN,239,1605,Southwest Airlines Co.
2013,1,8,1653,1659,1851,1848,EV,4202,N13995,EWR,STL,151,872,ExpressJet Airlines Inc.
2013,1,8,1654,1700,1805,1840,MQ,4323,N900MQ,JFK,ORF,53,290,Envoy Air
2013,1,8,1656,1700,1930,1935,DL,2042,N305DQ,EWR,ATL,122,746,Delta Air Lines Inc.
2013,1,8,1656,1700,1801,1813,US,2136,N965UW,LGA,BOS,38,184,US Airways Inc.
2013,1,8,1659,1700,2000,2006,B6,509,N709JB,EWR,FLL,150,1065,JetBlue Airways
2013,1,8,1659,1655,1959,2015,B6,359,N632JB,JFK,BUR,345,2465,JetBlue Airways
2013,1,8,1659,1700,2021,2049,DL,31,N721TW,JFK,SFO,361,2586,Delta Air Lines Inc.
2013,1,8,1659,1705,1756,1830,MQ,4410,N856MQ,JFK,DCA,43,213,Envoy Air
2013,1,8,1659,1700,1825,1839,UA,689,N837UA,LGA,ORD,119,733,United Air Lines Inc.
2013,1,8,1659,1700,1821,1817,US,2183,N762US,LGA,DCA,48,214,US Airways Inc.
2013,1,8,1700,1700,1942,1955,AA,257,N3JAAA,JFK,LAS,322,2248,American Airlines Inc.
2013,1,8,1700,1700,2038,2036,DL,127,N704X,JFK,LAX,338,2475,Delta Air Lines Inc.
2013,1,8,1700,1700,2140,2204,DL,329,N3760C,JFK,SJU,190,1598,Delta Air Lines Inc.
2013,1,8,1700,1650,1931,1938,UA,1580,N24211,EWR,LAS,308,2227,United Air Lines Inc.
2013,1,8,1700,1659,1956,2015,UA,250,N846UA,EWR,LAX,327,2454,United Air Lines Inc.
2013,1,8,1701,1705,2009,2010,AA,1905,N512AA,EWR,DFW,220,1372,American Airlines Inc.
2013,1,8,1701,1705,1859,1905,WN,440,N473WN,EWR,STL,146,872,Southwest Airlines Co.
2013,1,8,1704,1705,1947,2008,B6,143,N807JB,JFK,PBI,145,1028,JetBlue Airways
2013,1,8,1704,1705,2036,2013,UA,990,N456UA,LGA,IAH,231,1416,United Air Lines Inc.
2013,1,8,1704,1710,1910,1912,US,894,N197UW,LGA,CLT,86,544,US Airways Inc.
2013,1,8,1705,1700,1949,1950,AA,575,N5EBAA,JFK,EGE,262,1747,American Airlines Inc.
2013,1,8,1707,1715,2018,2019,DL,1585,N919DL,LGA,MCO,145,950,Delta Air Lines Inc.
2013,1,8,1708,1710,1808,1820,EV,4316,N12567,EWR,BWI,33,169,ExpressJet Airlines Inc.
2013,1,8,1708,1710,2050,2015,AA,695,N3GTAA,JFK,AUS,260,1521,American Airlines Inc.
2013,1,8,1711,1700,2020,1943,DL,1499,N652DL,LGA,ATL,131,762,Delta Air Lines Inc.
2013,1,8,1712,1719,1929,1945,UA,446,N506UA,LGA,DEN,226,1620,United Air Lines Inc.
2013,1,8,1713,1720,1838,1910,AA,345,N491AA,LGA,ORD,117,733,American Airlines Inc.
2013,1,8,1713,1720,2047,2033,DL,1779,N331NW,LGA,FLL,159,1076,Delta Air Lines Inc.
2013,1,8,1713,1720,1902,1905,MQ,4479,N723MQ,LGA,RDU,78,431,Envoy Air
2013,1,8,1715,1600,2024,1915,AA,565,N3BNAA,JFK,DFW,217,1391,American Airlines Inc.
2013,1,8,1715,1517,2005,1816,B6,537,N630JB,EWR,TPA,147,997,JetBlue Airways
2013,1,8,1715,1700,1818,1824,UA,1064,N35204,EWR,BOS,42,200,United Air Lines Inc.
2013,1,8,1716,1645,2018,2005,AA,181,N336AA,JFK,LAX,342,2475,American Airlines Inc.
2013,1,8,1718,1725,1919,1933,EV,4301,N15986,EWR,CVG,103,569,ExpressJet Airlines Inc.
2013,1,8,1718,1720,1900,1915,AA,1351,N3ALAA,JFK,ORD,130,740,American Airlines Inc.
2013,1,8,1718,1706,1830,1834,B6,36,N658JB,JFK,ROC,51,264,JetBlue Airways
2013,1,8,1720,1720,2023,2040,AA,1999,N5CBAA,EWR,MIA,150,1085,American Airlines Inc.
2013,1,8,1721,1725,2041,2050,UA,512,N517UA,JFK,SFO,358,2586,United Air Lines Inc.
2013,1,8,1722,1710,2043,2036,UA,1418,N48127,EWR,SFO,354,2565,United Air Lines Inc.
2013,1,8,1723,1729,2034,2046,DL,1185,N3740C,EWR,SLC,284,1969,Delta Air Lines Inc.
2013,1,8,1723,1725,1856,1855,MQ,4255,N680MQ,JFK,BNA,132,765,Envoy Air
2013,1,8,1724,1725,2032,2040,AA,145,N3HBAA,JFK,SAN,338,2446,American Airlines Inc.
2013,1,8,1724,1725,2008,2017,UA,1109,N19136,EWR,MCO,137,937,United Air Lines Inc.
2013,1,8,1726,1730,2006,1957,F9,837,N213FR,LGA,DEN,244,1620,Frontier Airlines Inc.
2013,1,8,1726,1725,2050,2023,UA,1134,N21108,EWR,IAH,227,1400,United Air Lines Inc.
2013,1,8,1726,1727,2053,2049,UA,1593,N11206,EWR,PDX,360,2434,United Air Lines Inc.
2013,1,8,1728,1505,1843,1637,9E,3393,N917XJ,JFK,DCA,44,213,Endeavor Air Inc.
2013,1,8,1729,1729,1845,1902,EV,4480,N11140,EWR,PIT,56,319,ExpressJet Airlines Inc.
2013,1,8,1730,1735,1900,1925,WN,408,N780SW,LGA,BNA,127,764,Southwest Airlines Co.
2013,1,8,1730,1729,2031,2022,UA,1403,N73251,EWR,TPA,153,997,United Air Lines Inc.
2013,1,8,1730,1730,1915,1923,US,449,N653AW,EWR,CLT,83,529,US Airways Inc.
2013,1,8,1732,1730,2017,2004,FL,623,N267AT,LGA,ATL,129,762,AirTran Airways Corporation
2013,1,8,1733,1655,2042,2035,VX,413,N627VA,JFK,LAX,345,2475,Virgin America
2013,1,8,1734,1745,2020,2020,MQ,4413,N722MQ,LGA,XNA,197,1147,Envoy Air
2013,1,8,1735,1730,2051,2050,AA,543,N385AA,JFK,MIA,154,1089,American Airlines Inc.
2013,1,8,1737,1727,2108,2040,UA,1562,N17229,EWR,SEA,365,2402,United Air Lines Inc.
2013,1,8,1740,1730,1853,1855,WN,216,N211WN,EWR,MDW,112,711,Southwest Airlines Co.
2013,1,8,1743,1745,2034,2042,B6,547,N566JB,EWR,PBI,149,1023,JetBlue Airways
2013,1,8,1744,1745,2105,2117,DL,1394,N3764D,JFK,PDX,345,2454,Delta Air Lines Inc.
2013,1,8,1744,1745,1951,1953,DL,2331,N976DL,LGA,DTW,83,502,Delta Air Lines Inc.
2013,1,8,1745,1730,1942,1936,EV,4382,N13979,EWR,DTW,86,488,ExpressJet Airlines Inc.
2013,1,8,1745,1745,2110,2120,AA,177,N338AA,JFK,SFO,361,2586,American Airlines Inc.
2013,1,8,1750,1703,1911,1810,EV,4373,N12996,EWR,DCA,51,199,ExpressJet Airlines Inc.
2013,1,8,1750,1750,2054,2102,UA,1228,N15712,EWR,SAN,348,2425,United Air Lines Inc.
2013,1,8,1752,1753,2105,2105,UA,535,N555UA,JFK,LAX,349,2475,United Air Lines Inc.
2013,1,8,1753,1800,1909,1913,US,2185,N712US,LGA,DCA,48,214,US Airways Inc.
2013,1,8,1754,1715,2117,2040,DL,503,N3763D,JFK,SAN,340,2446,Delta Air Lines Inc.
2013,1,8,1754,1800,2051,2043,DL,1047,N633DL,LGA,ATL,125,762,Delta Air Lines Inc.
2013,1,8,1755,1755,2048,2053,B6,391,N595JB,LGA,MCO,141,950,JetBlue Airways
2013,1,8,1756,1759,2033,2014,EV,4397,N14204,EWR,MCI,186,1092,ExpressJet Airlines Inc.
2013,1,8,1756,1755,2107,2109,B6,989,N639JB,JFK,FLL,154,1069,JetBlue Airways
2013,1,8,1756,1800,1913,1939,UA,691,N484UA,LGA,ORD,116,733,United Air Lines Inc.
2013,1,8,1757,1708,2053,2023,B6,15,N178JB,JFK,FLL,160,1069,JetBlue Airways
2013,1,8,1757,1800,2037,2058,B6,9,N503JB,JFK,MCO,139,944,JetBlue Airways
2013,1,8,1757,1800,1911,1913,US,2138,N947UW,LGA,BOS,41,184,US Airways Inc.
2013,1,8,1758,1800,1917,1915,B6,1016,N317JB,JFK,BOS,40,187,JetBlue Airways
2013,1,8,1758,1805,1948,1955,MQ,4626,N544MQ,LGA,CMH,78,479,Envoy Air
2013,1,8,1758,1758,1917,1935,UA,326,N478UA,EWR,ORD,121,719,United Air Lines Inc.
2013,1,8,1759,1800,1947,2006,US,373,N604AW,JFK,CLT,86,541,US Airways Inc.
2013,1,8,1803,1722,1925,1844,EV,4300,N11565,EWR,RIC,56,277,ExpressJet Airlines Inc.
2013,1,8,1805,1810,2126,2147,UA,979,N546UA,EWR,PHX,302,2133,United Air Lines Inc.
2013,1,8,1806,1750,1913,1908,B6,1307,N274JB,JFK,IAD,44,228,JetBlue Airways
2013,1,8,1806,1807,2117,2128,B6,217,N569JB,JFK,LGB,338,2465,JetBlue Airways
2013,1,8,1808,1810,2139,2130,AA,1611,N3CKAA,LGA,MIA,157,1096,American Airlines Inc.
2013,1,8,1809,1735,1949,1922,B6,1111,N348JB,JFK,RDU,78,427,JetBlue Airways
2013,1,8,1809,1810,1936,1945,MQ,4484,N713MQ,LGA,BNA,116,764,Envoy Air
2013,1,8,1809,1810,2040,2104,UA,477,N446UA,EWR,LAS,308,2227,United Air Lines Inc.
2013,1,8,1810,1815,1930,1958,9E,4019,N8458A,JFK,RIC,49,288,Endeavor Air Inc.
2013,1,8,1810,1815,1915,1952,9E,4277,N8516C,JFK,ORF,50,290,Endeavor Air Inc.
2013,1,8,1810,1815,2021,2026,DL,2019,N348NW,LGA,MSP,153,1020,Delta Air Lines Inc.
2013,1,8,1811,1819,1929,1932,EV,4520,N14125,EWR,PWM,49,284,ExpressJet Airlines Inc.
2013,1,8,1811,1815,2038,2050,DL,926,N371DA,EWR,ATL,119,746,Delta Air Lines Inc.
2013,1,8,1811,1808,2100,2106,UA,1269,N14242,EWR,PBI,149,1023,United Air Lines Inc.
2013,1,8,1813,1808,1946,1949,UA,1053,N39728,EWR,CLE,69,404,United Air Lines Inc.
2013,1,8,1815,1820,1948,2005,AA,353,N3DCAA,LGA,ORD,119,733,American Airlines Inc.
2013,1,8,1818,1805,1936,1935,WN,389,N409WN,LGA,MDW,112,725,Southwest Airlines Co.
2013,1,8,1818,1825,1945,1935,US,1860,N747UW,LGA,PHL,44,96,US Airways Inc.
2013,1,8,1819,1810,2039,2037,9E,3542,N931XJ,JFK,MSP,165,1029,Endeavor Air Inc.
2013,1,8,1819,1820,2126,2150,AA,119,N3HXAA,EWR,LAX,342,2454,American Airlines Inc.
2013,1,8,1819,1819,2121,2138,UA,593,N830UA,EWR,SNA,334,2434,United Air Lines Inc.
2013,1,8,1820,1835,2058,2128,B6,527,N712JB,EWR,MCO,133,937,JetBlue Airways
2013,1,8,1820,1820,2110,2115,B6,711,N618JB,JFK,LAS,316,2248,JetBlue Airways
2013,1,8,1822,1800,2137,2104,UA,1139,N76288,EWR,DFW,228,1372,United Air Lines Inc.
2013,1,8,1824,1800,1924,1910,WN,808,N775SW,EWR,BWI,34,169,Southwest Airlines Co.
2013,1,8,1825,1830,1958,2015,MQ,4674,N503MQ,LGA,CLE,69,419,Envoy Air
2013,1,8,1826,1830,2207,2202,UA,272,N505UA,JFK,SFO,356,2586,United Air Lines Inc.
2013,1,8,1826,1827,2046,2049,UA,612,N453UA,EWR,DEN,231,1605,United Air Lines Inc.
2013,1,8,1829,1815,2040,2037,9E,3424,N929XJ,JFK,DTW,91,509,Endeavor Air Inc.
2013,1,8,1829,1830,2201,2205,AA,269,N3BKAA,JFK,SEA,359,2422,American Airlines Inc.
2013,1,8,1830,1830,2149,2148,UA,1165,N27239,EWR,LAX,325,2454,United Air Lines Inc.
2013,1,8,1830,1815,1941,1939,UA,1703,N73256,EWR,BOS,42,200,United Air Lines Inc.
2013,1,8,1831,1810,2139,2119,UA,371,N439UA,EWR,FLL,164,1065,United Air Lines Inc.
2013,1,8,1834,1840,2039,2049,DL,2131,N349NW,LGA,DTW,86,502,Delta Air Lines Inc.
2013,1,8,1835,1835,2226,2212,DL,1643,N3768,JFK,SEA,367,2422,Delta Air Lines Inc.
2013,1,8,1835,1840,2026,2020,MQ,3730,N510MQ,EWR,ORD,123,719,Envoy Air
2013,1,8,1835,1845,2017,2030,MQ,4517,N719MQ,LGA,CRW,74,444,Envoy Air
2013,1,8,1838,1845,2056,2137,9E,3369,N924XJ,JFK,MSY,182,1182,Endeavor Air Inc.
2013,1,8,1839,1734,1950,1854,B6,74,N779JB,JFK,BTV,44,266,JetBlue Airways
2013,1,8,1841,1845,2046,2050,EV,4227,N13958,EWR,GRR,96,605,ExpressJet Airlines Inc.
2013,1,8,1841,1855,2058,2100,MQ,4649,N501MQ,LGA,MSP,173,1020,Envoy Air
2013,1,8,1843,1846,2005,2019,B6,130,N267JB,JFK,BUF,59,301,JetBlue Airways
2013,1,8,1843,1855,2142,2142,DL,951,N1611B,JFK,ATL,126,760,Delta Air Lines Inc.
2013,1,8,1843,1835,1940,1950,MQ,3944,N620MQ,JFK,BWI,43,184,Envoy Air
2013,1,8,1844,1815,2159,2130,AS,7,N407AS,EWR,SEA,346,2402,Alaska Airlines Inc.
2013,1,8,1844,1845,2203,2221,DL,2190,N373NW,JFK,MIA,162,1089,Delta Air Lines Inc.
2013,1,8,1847,1850,2117,2212,DL,2159,N386DA,JFK,MCO,132,944,Delta Air Lines Inc.
2013,1,8,1850,1900,1954,2012,US,2140,N944UW,LGA,BOS,40,184,US Airways Inc.
2013,1,8,1851,1858,2044,2055,EV,5038,N720EV,LGA,BHM,138,866,ExpressJet Airlines Inc.
2013,1,8,1851,1855,2326,2355,AA,1613,N5CDAA,JFK,SJU,191,1598,American Airlines Inc.
2013,1,8,1852,1900,2117,2134,FL,645,N981AT,LGA,ATL,120,762,AirTran Airways Corporation
2013,1,8,1853,1900,1957,2018,EV,5714,N834AS,JFK,IAD,46,228,ExpressJet Airlines Inc.
2013,1,8,1854,1850,2228,2240,VX,29,N523VA,JFK,SFO,373,2586,Virgin America
2013,1,8,1855,1900,2001,2015,US,2187,N754UW,LGA,DCA,44,214,US Airways Inc.
2013,1,8,1856,1900,2029,2057,9E,3368,N921XJ,JFK,PIT,67,340,Endeavor Air Inc.
2013,1,8,1857,1850,2047,2050,AA,2019,N469AA,LGA,STL,152,888,American Airlines Inc.
2013,1,8,1857,1900,2132,2146,DL,947,N613DL,LGA,ATL,125,762,Delta Air Lines Inc.
2013,1,8,1857,1855,2145,2210,DL,2391,N376NW,JFK,TPA,149,1005,Delta Air Lines Inc.
2013,1,8,1858,1900,2223,2238,DL,87,N722TW,JFK,LAX,345,2475,Delta Air Lines Inc.
2013,1,8,1859,1900,2036,2033,EV,5683,N14905,EWR,BNA,131,748,ExpressJet Airlines Inc.
2013,1,8,1859,1905,2158,2225,AA,21,N322AA,JFK,LAX,337,2475,American Airlines Inc.
2013,1,8,1900,1900,2026,2051,DL,1255,N358NB,LGA,PIT,57,335,Delta Air Lines Inc.
2013,1,8,1900,1900,2301,2301,DL,1465,N702TW,JFK,SFO,373,2586,Delta Air Lines Inc.
2013,1,8,1900,1900,2206,2208,UA,891,N461UA,LGA,IAH,224,1416,United Air Lines Inc.
2013,1,8,1901,1905,2119,2113,EV,4543,N12175,EWR,DSM,178,1017,ExpressJet Airlines Inc.
2013,1,8,1901,1905,2027,2040,WN,981,N227WN,LGA,MKE,119,738,Southwest Airlines Co.
2013,1,8,1901,1910,2045,2055,MQ,4569,N734MQ,LGA,RDU,74,431,Envoy Air
2013,1,8,1907,1904,2056,2109,EV,4175,N16918,EWR,CLT,86,529,ExpressJet Airlines Inc.
2013,1,8,1908,1910,2240,2231,B6,87,N651JB,JFK,SLC,296,1990,JetBlue Airways
2013,1,8,1909,1915,2221,2232,DL,1729,N195DN,JFK,LAS,335,2248,Delta Air Lines Inc.
2013,1,8,1911,1915,2058,2111,9E,3525,N919XJ,JFK,ORD,127,740,Endeavor Air Inc.
2013,1,8,1911,1859,2244,2247,B6,179,N644JB,JFK,PHX,304,2153,JetBlue Airways
2013,1,8,1914,1925,2158,2229,DL,1485,N963DL,LGA,MCO,140,950,Delta Air Lines Inc.
2013,1,8,1916,1920,2218,2246,DL,83,N379DA,JFK,FLL,155,1069,Delta Air Lines Inc.
2013,1,8,1917,1920,2036,2100,AA,359,N3BYAA,LGA,ORD,119,733,American Airlines Inc.
2013,1,8,1917,1900,2026,2040,UA,954,N440UA,EWR,ORD,117,719,United Air Lines Inc.
2013,1,8,1918,1920,2300,2258,DL,6,N3762Y,JFK,SLC,292,1990,Delta Air Lines Inc.
2013,1,8,1920,1930,2120,2151,9E,3798,N829AY,JFK,CLT,84,541,Endeavor Air Inc.
2013,1,8,1920,1915,2155,2212,B6,155,N537JB,JFK,MCO,134,944,JetBlue Airways
2013,1,8,1920,1925,2203,2235,DL,2370,N369NB,LGA,PBI,145,1035,Delta Air Lines Inc.
2013,1,8,1920,1905,2243,2235,UA,1127,N76523,EWR,SFO,361,2565,United Air Lines Inc.
2013,1,8,1923,1930,2206,2243,DL,1435,N945DL,LGA,TPA,146,1010,Delta Air Lines Inc.
2013,1,8,1924,1925,2022,2045,9E,4127,N8964E,JFK,IAD,45,228,Endeavor Air Inc.
2013,1,8,1925,1930,2121,2131,EV,4532,N14543,EWR,CHS,97,628,ExpressJet Airlines Inc.
2013,1,8,1925,1920,2111,2121,9E,3373,N923XJ,JFK,RDU,74,427,Endeavor Air Inc.
2013,1,8,1927,1935,2239,2207,EV,4333,N17196,EWR,TUL,225,1215,ExpressJet Airlines Inc.
2013,1,8,1929,1930,2057,2115,EV,3274,N11164,LGA,CLE,70,419,ExpressJet Airlines Inc.
2013,1,8,1930,1935,2238,2220,EV,4204,N11187,EWR,OKC,227,1325,ExpressJet Airlines Inc.
2013,1,8,1932,1745,2241,2055,AA,785,N3ATAA,LGA,DFW,226,1389,American Airlines Inc.
2013,1,8,1932,1930,2224,2248,DL,1854,N335NW,LGA,FLL,153,1076,Delta Air Lines Inc.
2013,1,8,1933,1920,2244,2315,DL,1345,N385DN,JFK,PHX,294,2153,Delta Air Lines Inc.
2013,1,8,1934,1915,2219,2137,EV,4085,N18120,EWR,OMA,201,1134,ExpressJet Airlines Inc.
2013,1,8,1938,1943,2059,2053,EV,4312,N13949,EWR,DCA,42,199,ExpressJet Airlines Inc.
2013,1,8,1938,1940,2240,2240,AA,1787,N3JNAA,JFK,TPA,160,1005,American Airlines Inc.
2013,1,8,1939,1940,2100,2100,WN,633,N447WN,EWR,MDW,124,711,Southwest Airlines Co.
2013,1,8,1939,1940,2121,2125,MQ,3783,N3AEMQ,JFK,CMH,80,483,Envoy Air
2013,1,8,1942,1935,2140,2145,9E,3899,N824AY,JFK,CLE,79,425,Endeavor Air Inc.
2013,1,8,1944,1945,2052,2105,EV,4108,N22971,EWR,IAD,43,212,ExpressJet Airlines Inc.
2013,1,8,1945,1935,2229,2233,UA,1416,N76504,EWR,IAH,207,1400,United Air Lines Inc.
2013,1,8,1948,1940,2045,2106,9E,4091,N8971A,JFK,BWI,37,184,Endeavor Air Inc.
2013,1,8,1949,1955,2246,2310,AA,1709,N3FLAA,LGA,MIA,149,1096,American Airlines Inc.
2013,1,8,1951,1936,2105,2056,EV,5693,N826AS,LGA,IAD,42,229,ExpressJet Airlines Inc.
2013,1,8,1951,2000,2050,2114,US,2142,N957UW,LGA,BOS,38,184,US Airways Inc.
2013,1,8,1952,1950,2327,2335,B6,645,N583JB,JFK,SFO,369,2586,JetBlue Airways
2013,1,8,1953,2000,2131,2117,US,2189,N756US,LGA,DCA,42,214,US Airways Inc.
2013,1,8,1954,2000,2104,2125,EV,4412,N25134,EWR,BUF,49,282,ExpressJet Airlines Inc.
2013,1,8,1954,2000,2200,2208,EV,4536,N12967,EWR,CVG,101,569,ExpressJet Airlines Inc.
2013,1,8,1954,2000,2148,2224,9E,3439,N934XJ,JFK,CVG,98,589,Endeavor Air Inc.
2013,1,8,1954,2000,2249,2305,B6,21,N789JB,JFK,TPA,149,1005,JetBlue Airways
2013,1,8,1954,2000,2105,2143,DL,402,N334NW,JFK,BOS,36,187,Delta Air Lines Inc.
2013,1,8,1954,2000,2121,2139,UA,695,N424UA,LGA,ORD,122,733,United Air Lines Inc.
2013,1,8,1955,2000,2117,2147,9E,3320,N922XJ,JFK,BUF,57,301,Endeavor Air Inc.
2013,1,8,1955,2000,2226,2243,DL,1147,N635DL,LGA,ATL,119,762,Delta Air Lines Inc.
2013,1,8,1958,2000,2218,2208,EV,3822,N14953,EWR,TYS,107,631,ExpressJet Airlines Inc.
